scenario_id,actor_id,approaching,receding,straight,lane_change_or_merge,turn,fov_edge,dense,range_change_m,lateral_change_m,heading_change_deg,labels
synthetic-20260829-v5-slots120-dt0.100000,vehicle-3,False,True,False,True,False,False,False,25.721466709656482,4.472181948209702,0.2751255205709201,receding;lane_change_or_merge
synthetic-20260829-v5-slots120-dt0.100000,vehicle-4,True,False,True,False,False,False,False,-62.654480448275294,0.4802735999237244,0.9125942964858846,approaching;straight
synthetic-20260830-v5-slots120-dt0.100000,vehicle-0,False,False,False,True,False,False,False,-0.2929888051340086,-5.418961761059305,0.45725835924909064,lane_change_or_merge
synthetic-20260830-v5-slots120-dt0.100000,vehicle-1,False,True,False,True,False,False,False,25.956519729137483,-1.7106436322419816,0.5386218241780095,receding;lane_change_or_merge
synthetic-20260830-v5-slots120-dt0.100000,vehicle-2,False,True,False,True,False,False,False,14.514106136864513,5.264721992970742,0.7415157767680058,receding;lane_change_or_merge
synthetic-20260830-v5-slots120-dt0.100000,vehicle-3,True,False,False,True,False,False,False,-19.359062470716083,-4.911366015044889,0.061346954579978796,approaching;lane_change_or_merge
synthetic-20260830-v5-slots120-dt0.100000,vehicle-4,False,True,True,False,False,False,False,11.559505064508954,0.3659291644271188,0.20964702690867912,receding;straight
synthetic-20260831-v5-slots120-dt0.100000,vehicle-0,False,True,False,True,False,False,False,36.88417905554985,5.262975698788596,0.46131165560118714,receding;lane_change_or_merge
synthetic-20260831-v5-slots120-dt0.100000,vehicle-1,True,False,False,False,False,False,False,-14.595447359061453,-0.7734817178407702,0.7601011073205111,approaching
synthetic-20260831-v5-slots120-dt0.100000,vehicle-2,True,False,False,True,False,True,False,-47.605688334674824,-5.489834685671494,0.541663423286209,approaching;lane_change_or_merge;fov_edge
synthetic-20260831-v5-slots120-dt0.100000,vehicle-3,True,False,False,True,False,False,False,-20.64628322722926,4.294515408871824,0.6643482959241268,approaching;lane_change_or_merge
synthetic-20260831-v5-slots120-dt0.100000,vehicle-4,True,False,True,False,False,False,False,-6.759403097055525,-0.2369011578616882,0.5796978360022714,approaching;straight
synthetic-20260832-v5-slots120-dt0.100000,vehicle-0,True,False,True,False,False,True,False,-56.304218123627834,-0.5572246910177183,0.8166270494635498,approaching;straight;fov_edge
synthetic-20260832-v5-slots120-dt0.100000,vehicle-1,True,False,False,True,False,False,False,-51.4015962490068,-2.992032697540793,0.20869476879610885,approaching;lane_change_or_merge
synthetic-20260832-v5-slots120-dt0.100000,vehicle-2,True,False,False,True,False,True,False,-35.74980131793717,3.1012982823595623,1.4142851940540742,approaching;lane_change_or_merge;fov_edge
synthetic-20260832-v5-slots120-dt0.100000,vehicle-3,False,True,True,False,False,False,False,16.151242298876852,0.4611341209934321,0.6449913539628879,receding;straight
synthetic-20260832-v5-slots120-dt0.100000,vehicle-4,False,True,False,True,False,False,False,16.46377078881997,-4.221541175831654,0.16875591695096603,receding;lane_change_or_merge
synthetic-20260833-v5-slots120-dt0.100000,vehicle-0,True,False,False,True,False,False,False,-30.764099193737664,-1.928346814427507,1.0065846077410932,approaching;lane_change_or_merge
synthetic-20260833-v5-slots120-dt0.100000,vehicle-1,False,True,False,True,False,False,False,12.845314446217614,4.174465920487539,0.6136052433471066,receding;lane_change_or_merge
synthetic-20260833-v5-slots120-dt0.100000,vehicle-2,False,True,False,True,False,False,False,29.262300925478726,-1.8355490040052205,0.01289405307082946,receding;lane_change_or_merge
synthetic-20260833-v5-slots120-dt0.100000,vehicle-3,False,False,False,True,False,False,False,0.5719947157342062,-5.236690432342502,0.6919270589764088,lane_change_or_merge
synthetic-20260833-v5-slots120-dt0.100000,vehicle-4,False,True,False,False,False,False,False,21.303122766256067,0.8917094205477794,0.7610536293647197,receding
synthetic-20260834-v5-slots120-dt0.100000,vehicle-0,False,True,False,True,False,True,False,24.969729701513103,-4.025631096142334,1.8314080872201048,receding;lane_change_or_merge;fov_edge
synthetic-20260834-v5-slots120-dt0.100000,vehicle-1,False,True,False,True,False,False,False,48.41573282049293,2.5697048107113742,0.018782725735905663,receding;lane_change_or_merge
synthetic-20260834-v5-slots120-dt0.100000,vehicle-2,False,True,True,False,False,False,False,9.37099937424204,0.6222442792299803,0.173861270330929,receding;straight
synthetic-20260834-v5-slots120-dt0.100000,vehicle-3,True,False,False,True,False,False,False,-95.89751692363897,7.316235774310174,1.4312326214305888,approaching;lane_change_or_merge
synthetic-20260834-v5-slots120-dt0.100000,vehicle-4,True,False,False,True,False,False,False,-44.19137294330088,7.01357358575085,1.1976175691269473,approaching;lane_change_or_merge
synthetic-20260835-v5-slots120-dt0.100000,vehicle-0,True,False,False,True,False,False,False,-46.88931809502211,3.159672728985192,1.2419441466788885,approaching;lane_change_or_merge
synthetic-20260835-v5-slots120-dt0.100000,vehicle-1,True,False,False,True,False,False,False,-69.50330644563863,2.1513819468356044,0.849106352573392,approaching;lane_change_or_merge
synthetic-20260835-v5-slots120-dt0.100000,vehicle-2,True,False,False,True,False,False,False,-45.66803465189389,-3.794139439372318,0.6016913455146295,approaching;lane_change_or_merge
synthetic-20260835-v5-slots120-dt0.100000,vehicle-3,False,True,False,True,False,False,False,73.74742415576148,4.65204446222566,0.10483841733059389,receding;lane_change_or_merge
synthetic-20260835-v5-slots120-dt0.100000,vehicle-4,False,True,False,True,False,False,False,2.7057897620664306,-2.954520044306558,0.6654040771299816,receding;lane_change_or_merge
synthetic-20260836-v5-slots120-dt0.100000,vehicle-0,False,True,False,True,False,False,False,68.13316067944697,-4.040555957882717,0.3890686938812648,receding;lane_change_or_merge
synthetic-20260836-v5-slots120-dt0.100000,vehicle-1,True,False,False,True,False,False,False,-34.48515041302926,4.469908401230569,0.3171185374087666,approaching;lane_change_or_merge
synthetic-20260836-v5-slots120-dt0.100000,vehicle-2,True,False,False,True,False,False,False,-57.372957299520735,-4.871071307324982,0.0815885241287095,approaching;lane_change_or_merge
synthetic-20260836-v5-slots120-dt0.100000,vehicle-3,False,True,False,True,False,False,False,34.260144751835156,-5.3201429736904835,0.4364443531616249,receding;lane_change_or_merge
synthetic-20260836-v5-slots120-dt0.100000,vehicle-4,False,True,False,True,False,False,False,63.61224479561352,-6.302185661968691,0.03830619047425119,receding;lane_change_or_merge
synthetic-20260837-v5-slots120-dt0.100000,vehicle-0,False,True,False,True,False,False,False,50.67352129626728,-7.53029868601932,0.28799924057624876,receding;lane_change_or_merge
synthetic-20260837-v5-slots120-dt0.100000,vehicle-1,True,False,False,True,False,False,False,-9.392979376984172,-4.005519901635774,0.014542637799398406,approaching;lane_change_or_merge
synthetic-20260837-v5-slots120-dt0.100000,vehicle-2,False,True,False,True,False,False,False,43.28753563362267,5.857938667591309,0.24318553867818943,receding;lane_change_or_merge
synthetic-20260837-v5-slots120-dt0.100000,vehicle-3,False,True,False,True,False,False,False,76.0214701022896,-3.2588315584040917,0.45618619037902614,receding;lane_change_or_merge
synthetic-20260837-v5-slots120-dt0.100000,vehicle-4,False,True,False,True,False,False,False,41.387357704413816,3.7862074396918652,0.3565631152093599,receding;lane_change_or_merge
synthetic-20260838-v5-slots120-dt0.100000,vehicle-0,False,True,False,True,False,False,False,52.006923616252294,-5.331908545611752,0.4135498125522455,receding;lane_change_or_merge
synthetic-20260838-v5-slots120-dt0.100000,vehicle-1,False,True,False,True,False,False,False,10.62487699838772,3.045800053630143,2.1545183744537975e-05,receding;lane_change_or_merge
synthetic-20260838-v5-slots120-dt0.100000,vehicle-2,True,False,False,True,False,False,False,-79.48919498320778,-5.668226313101719,0.989631277455999,approaching;lane_change_or_merge
synthetic-20260838-v5-slots120-dt0.100000,vehicle-3,True,False,True,False,False,False,False,-38.89114368894448,-0.6697161724218592,0.6290719403329024,approaching;straight
synthetic-20260838-v5-slots120-dt0.100000,vehicle-4,False,True,False,True,False,False,False,54.87927433948826,5.350802984346387,0.2726961510247789,receding;lane_change_or_merge
